index,Sex,Age,Profession/job,Education level (recoded),Scale of incomes,Social class (subjective),Country_Code
56,Female,69,Never had a job,Not asked in survey,No answer,Not asked in survey,Chile
57,Male,30,Unskilled manual,Middle,Fourth step,Lower class,Chile
58,Female,68,Never had a job,Middle,second step,Lower middle class,Chile
59,Male,67,Employer/manager of establishment with 10 or more employed,Middle,Nineth step,Upper middle class,Chile
60,Female,70,Not applicable,Lower,Tenth step,Lower class,Chile
61,Female,31,Semi-skilled manual worker,Middle,Fourth step,Lower class,Chile
62,Female,38,Not asked,Middle,second step,Lower class,Chile
63,Female,55,Supervisory Non manual -office worker,Upper,Nineth step,Upper middle class,Chile
64,Female,37,Never had a job,Middle,Eigth step,Lower middle class,Chile
65,Female,38,Not asked,Middle,Fifth step,Working class,Chile
66,Female,22,Not asked,Upper,Fourth step,Lower middle class,Chile
67,Male,25,Middle level non-manual office worker,Not asked in survey,second step,Not asked in survey,Chile
68,Male,20,Unskilled manual,Lower,Don´t know,Working class,Chile
69,Male,27,Supervisory Non manual -office worker,Middle,No answer,Lower middle class,Chile
70,Female,52,Don't know,Middle,Tenth step,Lower class,Chile
71,Male,18,Never had a job,Not asked in survey,Fourth step,Not asked in survey,Chile
72,Male,67,Professional worker,Not asked in survey,Eigth step,Not asked in survey,Chile
73,Male,34,Not asked,Middle,Fifth step,Working class,Chile
74,Female,33,Unskilled manual,Middle,Don´t know,Lower middle class,Chile
75,Male,26,Never had a job,Not asked in survey,Sixth step,Not asked in survey,Chile
76,Male,46,Unskilled manual,Middle,Fifth step,Lower middle class,Chile
77,Female,34,Professional worker,Not asked in survey,Fifth step,Not asked in survey,Chile
78,Male,25,Middle level non-manual office worker,Not asked in survey,Tenth step,Not asked in survey,Chile
79,Female,45,Never had a job,Middle,Sixth step,Lower middle class,Chile
80,Female,53,Don't know,Lower,Lower step,Working class,Chile
81,Female,22,Middle level non-manual office worker,Not asked in survey,second step,Not asked in survey,Chile
82,Male,48,Employer/manager of establishment with less than 10 employed,Middle,Eigth step,Lower middle class,Chile
83,Male,22,Middle level non-manual office worker,Not asked in survey,Nineth step,Not asked in survey,Chile
84,Male,50,Unskilled manual,Lower,second step,Lower class,Chile
85,Female,76,Not applicable,Lower,Fifth step,Lower middle class,Chile
86,Male,46,Unskilled manual,Not asked in survey,Eigth step,Not asked in survey,Chile
87,Female,57,Never had a job,Lower,Eigth step,Lower middle class,Chile
88,Female,29,Middle level non-manual office worker,Not asked in survey,Fifth step,Not asked in survey,Chile
89,Female,40,Never had a job,Upper,Tenth step,Upper middle class,Chile
90,Female,46,Not asked,Lower,Fourth step,Lower middle class,Chile
91,Female,30,Unskilled manual,Middle,second step,Working class,Chile
92,Female,18,Not asked,Middle,Third step,Working class,Chile
93,Female,23,Not asked,Middle,Fourth step,Lower middle class,Chile
94,Female,36,Don't know,Middle,Lower step,Lower class,Chile
95,Male,20,Not asked,Middle,Sixth step,Upper middle class,Chile
96,Female,40,Non manual -office worker,Middle,Third step,Lower middle class,Chile
97,Female,21,Never had a job,Not asked in survey,Third step,Not asked in survey,Chile
98,Male,30,Skilled manual,Middle,Lower step,Lower middle class,Chile
99,Female,74,Unskilled manual,Not asked in survey,Lower step,Not asked in survey,Chile
0,Male,38,Junior level non manual,Not asked in survey,Fifth step,Not asked in survey,China
1,Female,28,Not asked,Lower,Fifth step,Lower class,China
2,Female,40,Agricultural worker,Lower,second step,Lower class,China
3,Female,23,Not asked,No answer,Fifth step,Lower middle class,China
4,Female,49,Not asked,Middle,Fifth step,Lower class,China
5,Male,59,Skilled manual,Not asked in survey,Third step,Not asked in survey,China
6,Male,67,Not asked,Upper,Fifth step,Upper middle class,China
7,Male,45,Agricultural worker,Lower,Fifth step,Upper middle class,China
8,Female,19,Not asked,Upper,Fifth step,Lower middle class,China
9,Male,34,Not asked,Upper,Third step,Lower class,China
10,Female,68,Not asked,Lower,second step,Working class,China
11,Male,48,Other,Lower,Third step,Working class,China
12,Female,47,Not asked,Middle,Don´t know,Lower middle class,China
13,Male,20,Agricultural worker,Middle,Fourth step,Lower class,China
14,Female,53,Employer/manager of establishment with 10 or more employed,Not asked in survey,Third step,Not asked in survey,China
15,Male,24,Professional worker,Middle,second step,Don´t know,China
16,Male,69,Supervisory Non manual -office worker,Middle,Fifth step,Working class,China
17,Female,48,Not asked,Upper,Sixth step,Lower middle class,China
18,Female,61,Agricultural worker,Lower,Fourth step,Lower middle class,China
19,Male,30,Agricultural worker,Middle,Lower step,Lower class,China
20,Male,54,Not asked,Lower,Seventh step,Lower middle class,China
21,Male,46,Not asked,Upper,Seventh step,Upper middle class,China
22,Female,38,Not asked,Lower,Fifth step,Lower middle class,China
23,Female,69,Not asked,Lower,Lower step,Lower class,China
24,Female,35,Agricultural worker,Middle,Third step,Lower middle class,China
25,Female,29,Not asked,Upper,Fifth step,Working class,China
26,Female,36,Agricultural worker,Middle,Third step,Lower class,China
27,Female,28,Not asked,Lower,Fourth step,Lower class,China
28,Female,70,Not asked,Lower,Fifth step,Lower middle class,China
29,Male,68,Employer/manager of establishment with less than 10 employed,Not asked in survey,Third step,Not asked in survey,China
30,Male,70,Agricultural worker,Lower,Fifth step,Lower middle class,China
31,Female,50,Not asked,Middle,Fourth step,Working class,China
32,Male,39,Unskilled manual,Lower,Fourth step,Lower middle class,China
33,Female,52,Not asked,Middle,Fifth step,Working class,China
34,Male,44,Supervisory Non manual -office worker,Upper,Third step,Lower middle class,China
35,Female,69,Not asked,Lower,Third step,Working class,China
36,Male,52,Not asked,Upper,Seventh step,Working class,China
37,Male,36,Not asked,Middle,Fourth step,Working class,China
38,Male,23,Not asked,Upper,No answer,Lower middle class,China
39,Female,64,Not asked,Lower,Fifth step,Working class,China
40,Male,38,Skilled manual,Lower,Fifth step,Lower middle class,China
41,Female,31,Not asked,Middle,Fifth step,Lower middle class,China
42,Male,62,Agricultural worker,Lower,second step,Lower class,China
43,Male,58,Not asked,Middle,Fourth step,Working class,China
44,Male,39,Middle level non-manual office worker,Not asked in survey,second step,Not asked in survey,China
45,Female,48,Agricultural worker,Lower,Eigth step,Lower middle class,China
46,Male,42,Not asked,Lower,Third step,Working class,China
47,Male,58,Professional worker,Middle,Eigth step,Working class,China
48,Female,20,Supervisory Non manual -office worker,Not asked in survey,Lower step,Not asked in survey,China
49,Female,35,Professional worker,Not asked in survey,Fourth step,Not asked in survey,China
50,Male,18,Unskilled manual,Not asked in survey,second step,Not asked in survey,China
51,Male,52,Agricultural worker,Middle,Third step,Working class,China
52,Male,63,Not asked,Lower,Fourth step,Working class,China
53,Male,29,Not asked,Middle,Fifth step,Lower middle class,China
54,Female,48,Never had a job,Lower,Fifth step,Lower middle class,China
55,Male,64,Not asked,Middle,Fifth step,Lower middle class,China
56,Female,72,Not asked,Lower,Lower step,Lower class,China
57,Male,27,Not asked,Upper,Fifth step,Lower middle class,China
58,Male,58,Not asked,Middle,Sixth step,Upper middle class,China
59,Female,39,Not asked,Middle,Fifth step,Lower middle class,China
60,Female,45,Agricultural worker,Lower,second step,Lower class,China
61,Male,35,Not asked,Middle,Fifth step,Lower middle class,China
62,Female,63,Not asked,Middle,second step,Lower middle class,China
63,Male,43,Not asked,Upper,Third step,Lower class,China
64,Female,41,Agricultural worker,Lower,Fifth step,Lower middle class,China
65,Male,29,Professional worker,Upper,second step,Working class,China
66,Male,45,Skilled manual,Not asked in survey,second step,Not asked in survey,China
67,Male,19,Not asked,Middle,Fourth step,Working class,China
68,Male,22,Agricultural worker,Middle,Fifth step,Lower middle class,China
69,Female,28,Agricultural worker,Lower,Fifth step,Lower middle class,China
70,Male,44,Not asked,Upper,Lower step,Lower class,China
71,Female,37,Not asked,Middle,Sixth step,Lower middle class,China
72,Female,25,Agricultural worker,Lower,Seventh step,Lower class,China
73,Male,29,Not asked,Upper,Don´t know,Lower middle class,China
74,Male,30,Not asked,Middle,Fifth step,Lower middle class,China
75,Male,40,Agricultural worker,Middle,Third step,Lower class,China
76,Female,36,Not asked,No answer,Third step,Working class,China
77,Female,60,Unskilled manual,Lower,Don´t know,Don´t know,China
78,Male,50,Agricultural worker,Lower,Lower step,Lower class,China
79,Female,42,Agricultural worker,Lower,No answer,Lower class,China
80,Female,31,Not asked,Lower,Fourth step,Lower middle class,China
81,Female,48,Agricultural worker,Upper,Seventh step,Lower middle class,China
82,Female,28,Middle level non-manual office worker,Not asked in survey,Seventh step,Not asked in survey,China
83,Male,33,Not asked,Lower,Fifth step,Lower middle class,China
84,Female,18,Not asked,Upper,Sixth step,Lower middle class,China
85,Female,23,Not asked,Upper,Sixth step,Working class,China
86,Female,64,Not asked,Lower,Fifth step,Lower middle class,China
87,Female,49,Not asked,Lower,Fifth step,Working class,China
88,Female,25,Not asked,Middle,Fifth step,Lower middle class,China
89,Male,20,Unskilled manual,Lower,Fifth step,Lower middle class,China
90,Female,34,Agricultural worker,Lower,Fifth step,Lower class,China
91,Female,62,Not asked,Middle,Fifth step,Working class,China
92,Female,21,Never had a job,Middle,Sixth step,Upper middle class,China
93,Male,45,Non manual -office worker,Upper,Eigth step,Upper middle class,China
94,Male,52,Not asked,Middle,Lower step,Lower class,China
95,Male,19,Not asked,Middle,Sixth step,Lower middle class,China
96,Female,53,Professional worker,Middle,Fifth step,Working class,China
97,Male,23,Supervisory Non manual -office worker,Not asked in survey,second step,Not asked in survey,China
98,Female,50,Agricultural worker,Lower,Seventh step,Don´t know,China
99,Female,58,Not asked,Lower,Sixth step,Lower middle class,China
0,Female,18,Never had a job,Upper,Don´t know,Working class,Dominican Rep.
1,Female,48,Unskilled manual,Lower,Don´t know,Working class,Dominican Rep.
2,Female,20,Employer/manager of establishment with less than 10 employed,Upper,Third step,Working class,Dominican Rep.
3,Male,21,No answer,Upper,Fifth step,Lower middle class,Dominican Rep.
4,Female,18,Unskilled manual,Upper,Fourth step,Upper middle class,Dominican Rep.
5,Female,18,No answer,Lower,Third step,Working class,Dominican Rep.
6,Female,24,Professional worker,Upper,Seventh step,Lower middle class,Dominican Rep.
7,Male,35,Supervisory Non manual -office worker,Upper,Fifth step,Lower middle class,Dominican Rep.
8,Female,Don't know,Semi-skilled manual worker,Upper,Lower step,Working class,Dominican Rep.
9,Female,18,Supervisory Non manual -office worker,Upper,Fourth step,Working class,Dominican Rep.
10,Female,22,No answer,Upper,Don´t know,Upper middle class,Dominican Rep.
11,Female,49,No answer,Lower,Don´t know,Lower middle class,Dominican Rep.
12,Female,20,Never had a job,Middle,Lower step,Working class,Dominican Rep.
13,Female,23,Never had a job,Upper,Seventh step,Lower middle class,Dominican Rep.
14,Female,28,Professional worker,Upper,Fifth step,Working class,Dominican Rep.
15,Female,28,Skilled manual,Upper,Lower step,Working class,Dominican Rep.
16,Female,28,Professional worker,Upper,Eigth step,Upper middle class,Dominican Rep.
17,Male,49,Other,Middle,Lower step,Working class,Dominican Rep.
18,Male,39,Employer/manager of establishment with less than 10 employed,No answer,Fifth step,Upper middle class,Dominican Rep.
19,Male,29,Other,Middle,Lower step,Working class,Dominican Rep.
20,Female,22,Never had a job,Upper,Don´t know,Working class,Dominican Rep.
21,Female,28,Professional worker,Upper,Eigth step,Upper middle class,Dominican Rep.
22,Female,19,No answer,Upper,Eigth step,Upper middle class,Dominican Rep.
23,Male,40,Professional worker,Upper,Don´t know,Working class,Dominican Rep.
24,Female,19,Never had a job,Middle,Third step,Lower middle class,Dominican Rep.
25,Female,19,Never had a job,Middle,Lower step,Working class,Dominican Rep.
26,Female,30,Foreman and supervisor,Lower,Don´t know,Lower class,Dominican Rep.
27,Female,21,Never had a job,Middle,Third step,Lower middle class,Dominican Rep.
28,Male,34,Employer/manager of establishment with less than 10 employed,Upper,Nineth step,Upper middle class,Dominican Rep.
29,Female,20,Never had a job,Middle,Lower step,Working class,Dominican Rep.
30,Male,18,Unskilled manual,Middle,Fifth step,Upper middle class,Dominican Rep.
31,Male,41,Foreman and supervisor,Middle,Don´t know,Lower middle class,Dominican Rep.
32,Male,20,Non manual -office worker,Upper,Lower step,Working class,Dominican Rep.
33,Female,21,Professional worker,Upper,Eigth step,Lower middle class,Dominican Rep.
34,Male,30,Skilled manual,Middle,Fourth step,Lower middle class,Dominican Rep.
35,Male,38,Skilled manual,Upper,Fourth step,Lower middle class,Dominican Rep.
36,Female,25,Professional worker,Upper,Don´t know,Working class,Dominican Rep.
37,Female,24,Professional worker,Upper,Sixth step,Upper middle class,Dominican Rep.
38,Male,41,Professional worker,Middle,Seventh step,Lower middle class,Dominican Rep.
39,Male,23,Supervisory Non manual -office worker,Upper,Eigth step,Upper middle class,Dominican Rep.
40,Female,40,Professional worker,Upper,Lower step,Lower class,Dominican Rep.
41,Female,44,Other,Middle,Lower step,Lower class,Dominican Rep.
42,Male,32,Non manual -office worker,Middle,Third step,Lower middle class,Dominican Rep.
43,Male,21,Skilled manual,Upper,Don´t know,Upper middle class,Dominican Rep.
44,Female,25,Professional worker,Upper,Fifth step,Upper middle class,Dominican Rep.
45,Male,23,Skilled manual,Middle,Don´t know,Upper middle class,Dominican Rep.
46,Male,30,Skilled manual,Middle,Don´t know,Lower middle class,Dominican Rep.
47,Female,18,Semi-skilled manual worker,Middle,Don´t know,Working class,Dominican Rep.
48,Male,24,Professional worker,Upper,Fourth step,Upper middle class,Dominican Rep.
49,Female,27,Semi-skilled manual worker,No answer,second step,Working class,Dominican Rep.
50,Female,30,Professional worker,Upper,Tenth step,Upper middle class,Dominican Rep.
51,Female,25,Never had a job,Upper,Third step,Lower class,Dominican Rep.
52,Male,Don't know,Supervisory Non manual -office worker,Middle,Fourth step,Working class,Dominican Rep.
53,Female,30,Skilled manual,Upper,second step,Working class,Dominican Rep.
54,Female,32,Professional worker,Upper,Third step,Upper middle class,Dominican Rep.
55,Female,38,Professional worker,Upper,Eigth step,Upper middle class,Dominican Rep.
56,Male,23,Supervisory Non manual -office worker,Middle,Fifth step,Upper middle class,Dominican Rep.
57,Female,22,Professional worker,Upper,Tenth step,Upper class,Dominican Rep.
58,Male,18,Unskilled manual,Middle,Fifth step,Upper middle class,Dominican Rep.
59,Female,38,Professional worker,Upper,Eigth step,Upper middle class,Dominican Rep.
